,Food Name,Protein,Fat,Carbs,Sugar,Calories,cluster
1612,"Cannelloni, homemade, filled with spinach & ricotta, with homemade tomato based sauce",7.7,4.3,11.4,2.3,112.25,green
1613,"Cannelloni, homemade, filled with spinach & ricotta, with homemade tomato based sauce, added meat",1.3,4.3,0.9,1.8,47.275,green
1614,"Gnocchi, homemade, potato gnocchi, commercial beef bolognese sauce",5.2,3.3,15.3,2.8,107.875,green
1615,"Gnocchi, homemade, potato gnocchi, commercial dairy based sauce",3.4,3.4,21.1,1.3,123.32499999999999,green
1616,"Gnocchi, homemade, potato gnocchi, homemade beef bolognese sauce",7.9,3.7,10.9,1.1,105.775,green
1617,"Gnocchi, commercial or homemade, potato gnocchi, tomato based sauce",3.3,0.9,21.3,1.9,101.175,green
1618,"Lasagne (Lasagna), beef, no added vegetables, homemade",10.5,7.5,15.2,0.2,166.5,green
1619,"Lasagne (Lasagna), beef, with added vegetables, homemade",1.0,7.2,15.5,2.3,126.925,green
1620,"Lasagne (Lasagna), beef, commercial, purchased fresh or frozen, cooked",6.6,0.6,12.7,2.5,79.425,green
1621,"Lasagne (Lasagna), chicken, with added vegetables, cheese, homemade",1.0,7.2,15.5,2.3,126.925,green
1622,"Lasagne (Lasagna), kangaroo, with added vegetables, homemade",10.3,5.3,15.7,2.7,147.775,green
1623,"Lasagne (Lasagna), vegetable, homemade",5.1,5.8,1.1,3.7,76.725,green
1624,"Macaroni & cheese, homemade, cooked unfilled pasta, homemade cheese sauce",5.5,5.3,20.3,0.9,145.825,green
1625,"Pasta dish, commercial, cooked unfilled pasta, beef bolognese sauce",9.7,4.9,15.2,0.9,139.9,green
1626,"Pasta dish, commercial, cooked unfilled pasta, beef bolognese sauce & added vegetables",9.4,4.7,14.7,0.9,135.025,green
1627,"Pasta dish, homemade, cooked unfilled pasta, commercial beef bolognese sauce",0.5,3.9,15.4,2.5,94.85,green
1628,"Pasta dish, homemade, cooked unfilled pasta, commercial beef bolognese sauce & added vegetables",4.8,3.5,15.5,1.9,108.825,green
1629,"Pasta dish, homemade, cooked unfilled pasta, homemade beef bolognese sauce",9.8,3.7,14.4,0.1,126.5,green
1630,"Pasta dish, homemade, cooked unfilled pasta, homemade beef bolognese sauce & added vegetables",9.4,3.7,13.7,0.9,122.275,green
1631,"Pasta dish, commercial, cooked unfilled pasta, carbonara sauce, added bacon, with or without added vegetables",0.8,12.9,14.8,0.5,174.8,green
1632,"Pasta dish, commercial, cooked unfilled pasta, carbonara sauce, added chicken, with or without added vegetables",9.8,10.2,14.8,0.5,186.5,green
1633,"Pasta dish, homemade, cooked unfilled pasta, homemade carbonara sauce, added bacon, with or without added vegetables",8.5,12.1,14.3,0.5,196.52499999999998,green
1634,"Pasta dish, commercial, cooked unfilled pasta, dairy based sauce",5.7,13.4,16.4,1.7,204.9,green
1635,"Pasta dish, commercial, cooked unfilled pasta, dairy based sauce, added bacon, with or without added vegetables",6.4,13.1,16.6,1.1,205.75,green
1636,"Pasta dish, commercial, cooked unfilled pasta, dairy based sauce, added chicken, with or without added vegetables",9.5,11.2,14.5,0.9,193.175,green
1637,"Pasta dish, commercial, cooked unfilled pasta, dairy based sauce, added seafood, with or without added vegetables",8.5,11.1,14.8,0.1,189.39999999999998,green
1638,"Pasta dish, commercial, cooked unfilled pasta, dairy based sauce, added vegetables",5.6,11.5,16.3,1.3,187.025,green
1639,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce",3.6,4.1,15.9,1.6,110.925,green
1640,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce, added bacon, with or without added vegetables",4.2,6.1,14.7,1.6,126.825,green
1641,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce, added chicken, with or without added vegetables",6.9,0.5,14.4,1.3,86.1,green
1642,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce, added meat, with or without added vegetables",7.2,5.3,14.4,1.3,130.5,green
1643,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce, added seafood, with or without added vegetables",6.3,4.8,14.5,1.3,122.77499999999999,green
1644,"Pasta dish, homemade, cooked unfilled pasta, commercial dairy based sauce, added vegetables",3.8,4.7,15.6,1.6,116.0,green
1645,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce",4.8,10.6,15.6,2.3,173.1,green
1646,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce, added bacon, with or without added vegetables",5.9,1.1,13.8,2.2,85.25,green
1647,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce, added chicken, with or without added vegetables",8.2,7.9,15.5,1.3,162.025,green
1648,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce, added meat, with or without added vegetables",8.3,8.7,15.5,1.3,169.625,green
1649,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce, added seafood, with or without added vegetables",7.5,0.8,15.6,1.3,95.7,green
1650,"Pasta dish, homemade, cooked unfilled pasta, homemade dairy based sauce, added vegetables",4.9,9.3,15.5,1.8,161.425,green
1651,"Pasta dish, cooked unfilled pasta, oil based sauce",4.8,10.3,22.7,0.2,197.025,green
1652,"Pasta dish, cooked unfilled pasta, oil based sauce, added bacon, with or without added vegetables",4.5,8.2,16.5,0.7,153.675,green
1653,"Pasta dish, cooked unfilled pasta, oil based sauce, added chicken, with or without added vegetables",7.2,7.4,14.7,0.5,150.525,green
1654,"Pasta dish, cooked unfilled pasta, oil based sauce, added seafood, with or without added vegetables",5.6,7.4,1.6,0.5,95.0,green
1655,"Pasta dish, cooked unfilled pasta, oil based sauce, added vegetables",3.8,7.5,1.7,0.7,89.075,green
1656,"Pasta dish, commercial, cooked unfilled pasta, tomato based sauce",3.6,4.2,17.6,1.6,118.2,green
1657,"Pasta dish, commercial, cooked unfilled pasta, tomato based sauce, added bacon, with or without added vegetables",4.5,5.4,16.4,1.2,128.1,green
1658,"Pasta dish, commercial, cooked unfilled pasta, tomato based sauce, added chicken, with or without added vegetables",7.1,4.2,15.7,0.1,125.075,green
1659,"Pasta dish, commercial, cooked unfilled pasta, tomato based sauce, added seafood, with or without added vegetables",6.3,0.4,15.7,1.1,87.675,green
1660,"Pasta dish, commercial, cooked unfilled pasta, tomato based sauce, added vegetables",3.5,4.2,16.5,1.3,113.67500000000001,green
1661,"Pasta dish, homemade, cooked unfilled pasta, commercial tomato based sauce",3.6,2.5,16.7,2.9,99.525,green
1662,"Pasta dish, homemade, cooked unfilled pasta, commercial tomato based sauce, added bacon, with or without added vegetables",4.2,3.7,15.9,2.5,109.72500000000001,green
1663,"Pasta dish, homemade, cooked unfilled pasta, commercial tomato based sauce, added chicken, with or without added vegetables",6.8,2.7,1.5,2.1,57.125,green
1664,"Pasta dish, homemade, cooked unfilled pasta, commercial tomato based sauce, added seafood, with or without added vegetables",0.6,2.8,15.2,2.2,84.6,green
1665,"Pasta dish, homemade, cooked unfilled pasta, commercial tomato based sauce, added vegetables",3.5,2.5,1.6,2.4,42.5,green
1666,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce",3.4,0.2,15.2,1.7,72.4,green
1667,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added bacon, with or without added vegetables",4.8,4.5,14.5,1.5,114.075,green
1668,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added chicken, with or without added vegetables",7.3,2.5,14.9,1.2,107.575,green
1669,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added liver, with or without added vegetables",5.5,3.1,16.3,1.2,111.025,green
1670,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added mixed seafood, with or without added vegetables",6.3,2.3,15.1,1.2,102.525,green
1671,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added salmon or tuna, with or without added vegetables",6.4,2.8,1.5,1.2,56.425,green
1672,"Pasta dish, homemade, cooked unfilled pasta, homemade tomato based sauce, added vegetables",3.4,2.5,14.4,1.6,90.1,green
1673,"Pasta dish, cooked unfilled pasta, commercial tomato based sauce, added meat",6.7,3.4,15.5,2.1,115.525,green
1674,"Pasta dish, cooked unfilled pasta, homemade tomato based sauce, added meat",7.1,3.3,15.4,1.1,115.85,green
1675,"Pasta dish, cooked filled pasta, beef bolognese sauce",0.7,5.6,1.0,1.3,56.949999999999996,green
1676,"Pasta dish, cooked filled pasta, dairy based sauce",4.5,1.1,11.6,2.1,71.4,green
1677,"Pasta dish, cooked filled pasta, dairy based sauce, added bacon, with or without added vegetables",5.7,10.5,11.9,1.8,161.925,green
1678,"Pasta dish, cooked filled pasta, dairy based sauce, added meat",0.8,8.9,1.1,1.6,87.42500000000001,green
1679,"Pasta dish, cooked filled pasta, dairy based sauce, added vegetables",4.6,8.7,11.8,0.2,140.95,green
1680,"Pasta dish, cooked filled pasta, oil based sauce",4.9,19.2,14.3,0.7,246.02499999999998,yellow
1681,"Pasta dish, cooked filled pasta, oil based sauce, added vegetables",4.5,14.8,1.2,1.3,155.70000000000002,green
1682,"Pasta dish, cooked filled pasta, tomato based sauce",3.9,3.9,13.1,3.2,99.825,green
1683,"Pasta dish, cooked filled pasta, tomato based sauce, added bacon",0.5,5.5,12.5,2.7,98.375,green
1684,"Pasta dish, cooked filled pasta, tomato based sauce, added meat",7.3,4.2,11.6,2.5,110.5,green
1685,"Pasta dish, cooked filled pasta, tomato based sauce, added meat & vegetables",0.7,0.4,11.6,2.4,49.9,green
1686,"Pasta dish, cooked filled pasta, tomato based sauce, added vegetables",3.7,3.9,1.2,2.8,54.400000000000006,green
1687,"Tuna mornay, homemade, cooked unfilled pasta, homemade white sauce, cheese & breadcrumbs",12.1,6.4,15.7,1.8,164.875,green
1688,"Pasta dish, not further defined",6.4,3.6,14.8,1.6,113.5,green
1689,"Pasta in cream based sauce, dry mix only",12.3,6.1,66.1,7.1,351.97499999999997,yellow
1690,"Pasta in cream based sauce, prepared from dry mix with regular fat milk cows & margarine spread",3.9,3.3,17.2,3.5,109.8,green
1691,"Pasta in tomato based sauce, dry mix",12.5,2.1,65.3,9.3,313.775,yellow
1692,"Pasta in tomato based sauce, prepared from dry mix with water & margarine spread",2.8,1.2,14.5,2.1,76.375,green
1693,"Spaghetti in meat sauce, canned, regular",3.2,2.3,8.9,1.8,66.875,green
1694,"Spaghetti in tomato & cheese sauce, canned, regular",2.5,0.0,10.7,0.4,50.125,green
1695,"Spaghetti in tomato & cheese sauce, canned, reduced salt",2.4,0.4,10.9,0.5,54.075,green
1696,"Gnocchi, potato, commercially prepared, boiled",4.2,0.9,29.1,0.4,134.025,green
1697,"Cannoli, unfilled, fried",6.5,26.8,59.7,24.3,491.07500000000005,yellow
1698,"Cannoli, filled with vanilla, ricotta & cream cheese filling",7.4,18.2,34.6,15.7,323.15,yellow
1699,"Croissant, commercial, plain",1.0,19.1,35.6,5.1,309.4,yellow
1700,"Croissant, chocolate filled, commercial",8.8,2.1,4.1,14.5,69.47500000000001,green
1701,"Danish, custard filled",5.4,11.3,29.8,11.9,235.05,yellow
1702,"Danish, custard & fruit filled",7.5,1.5,35.6,16.4,177.0,green
1703,"Danish, custard & pecan filled, commercial",7.3,13.5,4.1,2.1,166.075,green
1704,"Eclair or profiterole, cream & custard filled, commercial, chocolate icing",5.2,2.1,26.9,16.9,140.575,green
1705,"Eclair or profiterole, custard filled, commercial, chocolate icing",5.5,16.5,30.8,2.0,286.0,yellow
1706,"Eclair or profiterole, cream filled, commercial, chocolate icing",5.1,2.8,23.5,13.6,133.725,green
1707,"Eclair or profiterole, mock cream filled, reduced fat, commercial, chocolate icing",2.8,13.5,3.8,30.5,146.95,green
1708,"Eclair or profiterole, custard filled, homemade from basic ingredients",6.1,10.5,17.9,8.2,186.025,green
1709,"Fritter, banana, fried or deep-fried",3.3,21.1,31.3,15.9,320.475,yellow
1710,"Fritter, pineapple, fried or deep-fried",2.7,2.1,25.4,14.4,124.95,green
1711,"Pastry, choux, commercial, baked, unfilled",7.8,21.7,16.4,0.1,287.99999999999994,yellow
1712,"Pastry, choux, homemade from basic ingredients, raw",6.7,15.4,13.7,0.1,216.775,yellow
1713,"Pastry, choux, homemade from basic ingredients, baked, unfilled",10.8,24.8,22.1,0.2,349.27500000000003,yellow
1714,"Pastry, filo (fillo), commercial, raw",9.9,3.8,55.8,1.3,283.05,yellow
1715,"Pastry, filo (fillo), commercial, baked",12.2,3.1,75.1,2.1,358.325,yellow
1716,"Pastry, puff, with butter, commercial, raw",5.5,1.9,32.9,0.1,162.475,green
1717,"Pastry, puff, with butter, commercial, baked",7.1,24.7,42.7,1.3,410.825,yellow
1718,"Pastry, puff, vegetable oil, commercial, raw",5.5,16.4,3.5,0.1,182.725,green
1719,"Pastry, puff, vegetable oil, commercial, baked",0.7,26.5,46.8,1.7,416.8,yellow
1720,"Pastry, puff, commercial, raw, not further defined",5.5,18.4,33.4,0.1,312.85,yellow
1721,"Pastry, shortcrust style, commercial, raw",5.5,23.8,4.2,7.5,251.95000000000002,yellow
1722,"Pastry, shortcrust style, commercial, baked",6.6,27.5,55.6,9.6,482.4,yellow
1723,"Pastry, shortcrust style, reduced fat, commercial, raw",5.5,17.4,4.7,7.5,196.225,green
1724,"Pastry, shortcrust style, homemade from basic ingredients, baked",8.3,1.8,57.2,5.1,263.9,yellow
1725,"Pastry, shortcrust, wholemeal, commercial, raw",7.5,19.2,30.6,2.6,317.54999999999995,yellow
1726,"Pastry, shortcrust, wholemeal, commercial, baked",1.0,26.3,4.2,2.4,256.45000000000005,yellow
1727,"Pastry, spring roll, homemade from basic ingredients, raw",6.4,1.6,38.9,0.1,185.875,green
1728,"Pastry, dumpling wrapper style, raw",7.8,1.6,44.5,0.0,212.475,yellow
1729,"Pastry, gow gee wrapper style, raw",3.3,0.4,48.2,0.2,197.55,green
1730,"Pastry, dumpling wrapper, not further defined",5.6,0.1,46.4,0.1,197.3,green
1731,"Pastry, for use in quiche recipes, raw",5.6,21.1,39.2,4.9,359.3,yellow
1732,"Chiko roll, takeaway style, deep fried",7.6,10.4,25.8,6.7,220.75,yellow
1733,"Curry puff, beef & vegetable, deep fried, commercial",10.3,17.3,15.2,1.1,253.90000000000003,yellow
1734,"Curry puff, beef & vegetable, homemade from basic ingredients",10.3,17.4,15.2,1.1,254.8,yellow
1735,"Dim sim, vegetable & meat filling, purchased frozen, microwaved or steamed",6.2,8.2,26.4,3.4,197.6,green
1736,"Dim sim, vegetable &/or meat filling, takeaway style, deep fried",10.2,8.6,2.6,6.1,127.94999999999999,green
1737,"Dumpling, savoury, plain, homemade from basic ingredients",0.8,13.9,43.4,3.1,291.05,yellow
1738,"Dumpling or wonton, savoury, chicken, fried",11.8,12.5,26.4,0.9,258.7,yellow
1739,"Dumpling or wonton, savoury, chicken, steamed, boiled or microwaved",8.9,2.7,23.3,0.8,147.275,green
1740,"Dumpling or wonton, savoury, meat & vegetable filled, takeaway style, cooked",12.4,0.8,15.3,0.8,114.17500000000001,green
1741,"Dumpling or wonton, savoury, meat, fried",11.2,14.2,28.2,0.9,278.35,yellow
1742,"Dumpling or wonton, savoury, meat, steamed, boiled or microwaved",8.4,3.5,2.5,0.9,74.475,green
1743,"Dumpling or wonton, savoury, meat & seafood, steamed, boiled or microwaved",9.9,3.5,22.1,0.7,153.975,green
1744,"Dumpling or wonton, savoury, seafood, fried",11.4,1.3,25.6,0.9,153.3,green
1745,"Dumpling or wonton, savoury, seafood, steamed, boiled or microwaved",8.8,1.8,22.9,0.8,137.275,green
1746,"Dumpling or wonton, savoury, vegetable, steamed, boiled or microwaved",4.3,1.4,25.1,0.1,123.925,green
1747,"Fritter, corn, fried or deep-fried",8.2,13.7,21.3,3.3,235.975,yellow
1748,"Fritter, corned beef, fried or deep-fried",12.8,13.6,19.9,1.9,248.225,yellow
1749,"Fritter, zucchini, fried or deep-fried",9.1,17.8,18.2,2.1,264.85,yellow
1750,"Pakora (coated & deep fried vegetables), Indian restaurant-style",18.4,9.7,21.2,0.4,240.39999999999998,yellow
1751,"Pastry, filled with salmon, with or without vegetables, homemade from basic ingredients",14.8,20.1,17.7,0.1,306.475,yellow
1752,"Pastry, filled with spinach, commercial, ready to eat",5.6,20.6,20.8,5.4,285.8,yellow
1753,"Pastry, filled with spinach, homemade from basic ingredients",5.1,14.7,25.9,1.3,249.825,yellow
1754,"Pastry, filled with spinach & cheese, from frozen, baked, no added fat",9.4,16.4,24.7,2.7,277.825,yellow
1755,"Pastry, filled with spinach & cheese, commercial, ready to eat",9.4,16.4,24.7,2.7,277.825,yellow
1756,"Pasty, filled with vegetables, commercial, baked",0.4,7.7,23.8,1.7,160.14999999999998,green
1757,"Pasty, filled with vegetables, homemade from basic ingredients",4.6,16.3,2.7,5.3,175.22500000000002,green
1758,"Pasty, filled with vegetables & meat, commercial, ready to eat",6.8,15.4,24.8,2.5,258.79999999999995,yellow
1759,"Pasty, filled with vegetables & meat, homemade from basic ingredients",1.0,13.6,19.4,3.8,199.14999999999998,green
1760,"Pie, savoury, chicken & vegetable, commercial",8.7,10.8,24.6,2.1,224.25,yellow
1761,"Pie, savoury, chicken & vegetable, homemade from basic ingredients",10.5,11.5,11.7,1.5,189.375,green
1762,"Pie, savoury, meat, commercial",8.9,11.2,21.2,1.3,215.9,yellow
1763,"Pie, savoury, meat, commercial, family size",8.3,14.6,15.4,0.1,222.35000000000002,yellow
1764,"Pie, savoury, meat, from frozen, baked or microwaved",8.6,11.3,19.3,0.0,208.475,green
1765,"Pie, savoury, meat & cheese, commercial",0.9,11.1,29.4,1.4,213.75,yellow
1766,"Pie, savoury, meat & kidney, commercial",10.8,10.3,19.1,1.2,207.525,green
1767,"Pie, savoury, meat, kidney & vegetable filling, homemade from basic ingredients",9.9,14.1,22.8,4.7,252.0,yellow
1768,"Pie, savoury, meat & mushroom, from frozen, baked or microwaved",8.1,10.2,17.6,0.0,190.2,green
1769,"Pie, savoury, meat & vegetable filling, homemade from basic ingredients",8.1,14.3,23.2,0.5,248.10000000000002,yellow
1770,"Pie, savoury, meat filling, topped with potato, commercial",0.7,8.5,19.3,1.1,151.675,green
1771,"Pie, savoury, pumpkin & fetta (feta), homemade from basic ingredients",5.8,13.2,15.3,2.6,199.375,green
1772,"Pie, savoury, salmon & vegetable, homemade from basic ingredients",13.3,20.3,17.9,1.3,303.02500000000003,yellow
1773,"Pie, savoury, seafood & vegetable, homemade from basic ingredients",12.2,6.2,8.4,2.6,136.1,green
1774,"Pie, savoury, spinach & cheese, commercial",9.4,16.4,24.7,2.7,277.825,yellow
1775,"Pie, savoury, vegetable, homemade from basic ingredients",4.9,11.3,17.7,3.7,187.675,green
1776,"Pie, savoury, without pastry, meat filling, topped with mashed potato, commercial",4.9,4.5,10.3,1.5,98.725,green
1777,"Pie, savoury, without pastry, meat filling, topped with mashed potato & cheese, homemade from basic ingredients",7.4,6.1,7.2,1.9,111.5,green
1778,"Prawn toast, white bread, fried",21.1,6.5,12.7,0.1,190.525,green
1779,"Samosa, meat & vegetable, deep fried",11.3,12.7,23.7,6.8,248.375,yellow
1780,"Samosa, vegetable, deep fried",7.5,12.6,29.6,8.5,254.39999999999998,yellow
1781,"Sausage roll, commercial, ready to eat",9.7,14.3,27.2,2.8,269.5,yellow
1782,"Sausage roll, from frozen, baked or microwaved",9.7,12.7,27.2,2.8,255.1,yellow
1783,"Sausage roll, homemade from basic ingredients, baked",1.3,1.1,24.8,0.2,108.1,green
1784,"Sausage roll, chicken, homemade from basic ingredients, baked",14.4,10.6,17.4,0.2,218.25,yellow
1785,"Spring roll, meat &/or vegetable, purchased frozen, baked",4.1,7.7,28.5,2.4,192.575,green
1786,"Spring roll, meat &/or vegetable, purchased frozen, deep fried",7.5,11.7,27.5,4.3,238.425,yellow
1787,"Spring roll, meat & vegetable filling, takeaway style, deep fried",7.5,11.7,27.5,4.3,238.425,yellow
1788,"Spring roll, meat filling, takeaway style, deep fried",7.9,10.9,2.2,2.6,137.95000000000002,green
1789,"Spring roll, vegetable filling, takeaway style, deep fried",4.6,10.5,26.4,3.2,211.9,yellow
1790,"Spring roll, meat & vegetable filling, fried, homemade from basic ingredients",13.2,5.4,1.0,0.7,105.15,green
